iter	Passed	Remaining
284	1414	3549
285	1420	3546
286	1425	3542
287	1430	3537
288	1435	3532
289	1440	3527
290	1445	3522
291	1450	3517
292	1455	3512
293	1460	3508
294	1465	3503
295	1471	3498
296	1476	3494
297	1481	3489
298	1486	3484
299	1492	3482
300	1497	3477
301	1502	3472
302	1507	3468
303	1513	3464
304	1517	3458
305	1524	3456
306	1529	3453
307	1535	3450
308	1540	3445
309	1545	3440
310	1551	3437
311	1556	3432
312	1561	3426
313	1566	3422
314	1571	3418
315	1577	3414
316	1582	3409
317	1587	3404
318	1592	3399
319	1597	3394
320	1602	3389
321	1607	3385
322	1612	3379
323	1617	3375
324	1623	3371
325	1628	3365
326	1632	3360
327	1638	3356
328	1642	3350
329	1647	3345
330	1653	3341
331	1658	3336
332	1663	3331
333	1668	3326
334	1673	3321
335	1678	3316
336	1684	3314
337	1689	3308
338	1694	3304
339	1701	3302
340	1707	3300
341	1713	3296
342	1721	3296
343	1726	3292
344	1733	3290
345	1738	3285
346	1743	3281
347	1748	3275
348	1756	3275
349	1762	3272
350	1767	3268
351	1772	3263
352	1777	3258
353	1782	3252
354	1788	3249
355	1793	3244
356	1798	3239
357	1803	3234
358	1809	3231
359	1815	3228
360	1820	3223
361	1825	3217
362	1830	3212
363	1835	3206
364	1840	3202
365	1845	3197
366	1850	3191
367	1855	3186
368	1860	3180
369	1864	3175
370	1869	3169
371	1874	3165
372	1879	3159
373	1884	3153
374	1889	3149
375	1894	3144
376	1899	3139
377	1904	3134
378	1909	3129
379	1914	3124
380	1919	3119
381	1924	3114
382	1929	3108
383	1935	3105
384	1941	3101
385	1948	3098
386	1953	3093
387	1960	3091
388	1966	3089
389	1971	3084
390	1977	3080
391	1982	3074
392	1987	3069
393	1992	3064
394	1997	3059
395	2002	3054
396	2007	3049
397	2012	3044
398	2018	3039
399	2023	3035
400	2028	3030
401	2033	3025
402	2038	3019
403	2043	3014
404	2048	3009
405	2053	3004
406	2058	2999
407	2063	2993
408	2068	2988
409	2073	2983
410	2078	2979
411	2084	2975
412	2089	2970
413	2095	2965
414	2100	2960
415	2105	2955
416	2110	2950
417	2117	2948
418	2123	2944
419	2129	2940
420	2138	2940
421	2147	2940
422	2151	2935
423	2157	2930
424	2162	2925
425	2167	2920
426	2173	2916
427	2178	2912
428	2184	2907
429	2189	2902
430	2194	2897
431	2200	2893
432	2206	2889
433	2211	2884
434	2217	2879
435	2222	2874
436	2227	2870
437	2233	2866
438	2239	2861
439	2244	2856
440	2249	2851
441	2254	2846
442	2260	2842
443	2266	2837
444	2271	2832
445	2276	2828
446	2282	2824
447	2287	2818
448	2293	2814
449	2298	2809
450	2303	2803
451	2308	2798
452	2313	2793
453	2316	2786
454	2321	2780
455	2327	2776
456	2333	2773
457	2340	2769
458	2345	2764
459	2350	2758
460	2355	2754
461	2360	2748
462	2365	2743
463	2370	2738
464	2375	2733
465	2381	2728
466	2386	2723
467	2391	2718
468	2393	2709
469	2398	2704
470	2403	2699
471	2409	2695
472	2415	2691
473	2421	2686
474	2426	2682
475	2432	2677
476	2437	2672
477	2443	2667
478	2448	2663
479	2453	2658
480	2458	2653
481	2464	2648
482	2469	2643
483	2475	2639
484	2480	2634
485	2485	2629
486	2491	2624
487	2496	2619
488	2502	2614
489	2507	2609
490	2512	2604
491	2517	2599
492	2522	2594
493	2527	2589
494	2533	2584
495	2538	2579
496	2543	2573
497	2549	2570
498	2554	2564
499	2559	2559
500	2565	2554
501	2572	2551
502	2577	2547
503	2584	2543
504	2590	2539
505	2596	2535
506	2602	2530
507	2607	2525
508	2612	2519
509	2617	2515
510	2623	2510
511	2628	2505
512	2633	2500
513	2639	2495
514	2644	2490
515	2648	2484
516	2654	2479
517	2659	2474
518	2664	2469
519	2669	2464
520	2674	2459
521	2679	2453
522	2685	2449
523	2690	2443
524	2694	2438
525	2699	2432
526	2704	2427
527	2709	2422
528	2714	2416
529	2719	2411
530	2724	2406
531	2730	2402
532	2736	2397
533	2743	2394
534	2749	2389
535	2755	2384
536	2760	2380
537	2766	2375
538	2771	2370
539	2776	2365
540	2781	2360
541	2787	2355
542	2792	2349
543	2796	2344
544	2802	2339
545	2807	2334
546	2813	2329
547	2819	2325
548	2825	2321
549	2830	2315
550	2835	2310
551	2840	2305
552	2845	2300
553	2851	2295
554	2856	2290
555	2861	2284
556	2866	2279
557	2871	2274
558	2876	2269
559	2882	2264
560	2887	2259
561	2892	2254
562	2897	2249
563	2902	2244
564	2909	2240
565	2915	2235
566	2921	2230
567	2927	2226
568	2932	2221
569	2937	2216
570	2943	2211
571	2948	2206
572	2953	2201
573	2959	2196
574	2964	2191
575	2970	2186
576	2975	2181
577	2980	2176
578	2985	2170
579	2991	2165
580	2996	2160
581	3001	2156
582	3007	2150
583	3012	2146
584	3018	2141
585	3023	2136
586	3029	2131
587	3034	2126
588	3039	2121
589	3045	2116
590	3050	2111
591	3055	2105
592	3061	2101
593	3067	2096
594	3072	2091
595	3078	2086
596	3083	2081
597	3089	2076
598	3094	2071
599	3100	2066
600	3106	2062
601	3111	2057
602	3116	2051
603	3122	2047
604	3127	2042
605	3132	2036
606	3139	2032
607	3147	2029
608	3155	2025
609	3160	2020
610	3165	2015
611	3171	2010
612	3176	2005
613	3182	2000
614	3187	1995
615	3193	1990
616	3198	1985
617	3204	1980
618	3209	1975
619	3214	1970
620	3220	1965
621	3227	1961
622	3233	1956
623	3238	1951
624	3243	1945
625	3248	1940
626	3254	1936
627	3260	1931
628	3265	1925
629	3271	1921
630	3276	1916
631	3282	1911
632	3288	1906
633	3294	1901
634	3300	1896
635	3305	1892
636	3311	1887
637	3317	1882
638	3323	1877
639	3328	1872
640	3334	1867
641	3339	1862
642	3345	1857
643	3351	1852
644	3357	1848
645	3363	1843
646	3369	1838
647	3375	1833
648	3380	1828
649	3386	1823
650	3391	1818
651	3397	1813
652	3403	1808
653	3408	1803
654	3413	1798
655	3420	1793
656	3426	1788
657	3431	1783
658	3438	1779
659	3444	1774
660	3450	1769
661	3455	1764
662	3461	1759
663	3466	1754
664	3472	1749
665	3477	1743
666	3483	1739
667	3488	1733
668	3494	1728
669	3499	1723
670	3504	1718
671	3509	1713
672	3515	1707
673	3520	1702
674	3527	1698
675	3532	1693
676	3538	1688
677	3544	1683
678	3550	1678
679	3557	1674
680	3562	1668
681	3568	1663
682	3573	1658
683	3579	1653
684	3584	1648
685	3589	1643
686	3594	1637
687	3600	1632
688	3604	1627
689	3608	1621
690	3613	1615
691	3617	1610
692	3622	1604
693	3626	1599
694	3630	1593
695	3635	1587
696	3639	1582
697	3643	1576
698	3648	1571
699	3653	1565
700	3657	1560
701	3662	1554
702	3666	1548
703	3670	1543
704	3675	1537
705	3680	1532
706	3684	1526
707	3689	1521
708	3693	1516
709	3698	1510
710	3703	1505
711	3707	1499
712	3711	1494
713	3716	1488
714	3720	1483
715	3725	1477
716	3729	1472
717	3734	1466
718	3738	1460
719	3742	1455
720	3747	1449
721	3751	1444
722	3755	1438
723	3760	1433
724	3764	1427
725	3769	1422
726	3773	1417
727	3778	1411
728	3782	1406
729	3786	1400
730	3791	1395
731	3795	1389
732	3799	1384
733	3804	1378
734	3808	1373
735	3812	1367
736	3817	1362
737	3821	1356
738	3825	1351
739	3830	1345
740	3834	1340
741	3839	1335
742	3843	1329
743	3847	1324
744	3852	1318
745	3856	1313
746	3861	1307
747	3866	1302
748	3871	1297
749	3875	1291
750	3879	1286
751	3884	1281
752	3889	1275
753	3893	1270
754	3898	1264
755	3902	1259
756	3907	1254
757	3911	1248
758	3916	1243
759	3920	1238
760	3925	1232
761	3929	1227
762	3933	1221
763	3937	1216
764	3943	1211
765	3947	1206
766	3953	1200
767	3958	1195
768	3962	1190
769	3966	1184
770	3971	1179
771	3976	1174
772	3980	1168
773	3985	1163
774	3989	1158
775	3993	1152
776	4003	1149
777	4008	1143
778	4013	1138
779	4018	1133
780	4023	1128
781	4027	1122
782	4032	1117
783	4037	1112
784	4041	1106
785	4046	1101
786	4051	1096
787	4055	1091
788	4059	1085
789	4064	1080
790	4068	1075
791	4073	1069
792	4078	1064
793	4083	1059
794	4087	1054
795	4092	1048
796	4096	1043
797	4101	1038
798	4107	1033
799	4112	1028
800	4116	1022
801	4121	1017
802	4125	1012
803	4129	1006
804	4133	1001
805	4138	996
806	4142	990
807	4146	985
808	4151	980
809	4155	974
810	4160	969
811	4164	964
812	4168	958
813	4173	953
814	4177	948
815	4181	942
816	4186	937
817	4190	932
818	4195	927
819	4199	921
820	4203	916
821	4207	911
822	4212	905
823	4216	900
824	4221	895
825	4225	890
826	4230	884
827	4234	879
828	4239	874
829	4243	869
830	4247	863
831	4252	858
832	4257	853
833	4261	848
834	4266	843
835	4270	837
836	4275	832
837	4279	827
838	4283	822
839	4288	816
840	4292	811
841	4296	806
842	4301	801
843	4305	795
844	4310	790
845	4314	785
846	4319	780
847	4323	775
848	4329	769
849	4334	764
850	4340	759
851	4345	754
852	4350	749
853	4355	744
854	4359	739
855	4364	734
856	4368	728
857	4373	723
858	4377	718
859	4382	713
860	4386	708
861	4391	702
862	4395	697
863	4399	692
864	4404	687
865	4408	682
866	4412	676
867	4417	671
868	4421	666
869	4426	661
870	4430	656
871	4435	651
872	4439	645
873	4443	640
874	4447	635
875	4452	630
876	4456	625
877	4460	619
878	4465	614
879	4469	609
880	4473	604
881	4478	599
882	4482	593
883	4486	588
884	4490	583
885	4495	578
886	4499	573
887	4503	568
888	4508	562
889	4512	557
890	4516	552
891	4521	547
892	4526	542
893	4530	537
894	4535	532
895	4539	526
896	4544	521
897	4548	516
898	4553	511
899	4557	506
900	4561	501
901	4566	496
902	4570	490
903	4574	485
904	4579	480
905	4584	475
906	4588	470
907	4593	465
908	4599	460
909	4603	455
910	4607	450
911	4612	445
912	4617	440
913	4622	434
914	4627	429
915	4631	424
916	4636	419
917	4641	414
918	4645	409
919	4649	404
920	4654	399
921	4658	394
922	4662	388
923	4667	383
924	4672	378
925	4676	373
926	4680	368
927	4685	363
928	4690	358
929	4695	353
930	4700	348
931	4704	343
932	4708	338
933	4712	333
934	4716	327
935	4721	322
936	4725	317
937	4730	312
938	4735	307
939	4740	302
940	4745	297
941	4749	292
942	4753	287
943	4758	282
944	4762	277
945	4766	272
946	4770	266
947	4774	261
948	4779	256
949	4783	251
950	4787	246
951	4791	241
952	4796	236
953	4800	231
954	4804	226
955	4809	221
956	4813	216
957	4817	211
958	4821	206
959	4826	201
960	4830	196
961	4837	191
962	4841	186
963	4845	180
964	4849	175
965	4854	170
966	4858	165
967	4862	160
968	4866	155
969	4871	150
970	4876	145
971	4880	140
972	4884	135
973	4889	130
974	4893	125
975	4897	120
976	4902	115
977	4907	110
978	4911	105
979	4916	100
980	4921	95
981	4925	90
982	4929	85
983	4934	80
984	4940	75
985	4944	70
986	4949	65
987	4953	60
988	4957	55
989	4961	50
990	4966	45
991	4970	40
992	4974	35
993	4979	30
994	4983	25
995	4987	20
996	4992	15
997	4996	10
998	5000	5
999	5004	0
